img_path,img_gt_class_labels,img_gt_bbox_coords
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_000591.jpg,"[10, 1, 14, 9, 9]","[[1.0, 205.0, 499.0, 170.0], [406.0, 16.0, 65.0, 217.0], [238.0, 1.0, 79.0, 57.0], [180.0, 125.0, 174.0, 82.0], [1.0, 163.0, 83.0, 159.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_004316.jpg,[8],"[[244.0, 152.0, 181.0, 106.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_002438.jpg,"[19, 4, 3]","[[61.0, 70.0, 296.0, 196.0], [464.0, 180.0, 26.0, 16.0], [464.0, 172.0, 13.0, 27.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_003571.jpg,[13],"[[105.0, 157.0, 261.0, 95.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_002244.jpg,[3],"[[74.0, 78.0, 172.0, 380.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2007_002954.jpg,"[3, 3]","[[118.0, 22.0, 82.0, 270.0], [351.0, 166.0, 110.0, 209.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_004117.jpg,[3],"[[182.0, 1.0, 238.0, 332.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_004274.jpg,[3],"[[110.0, 97.0, 203.0, 109.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_000238.jpg,[18],"[[59.0, 250.0, 288.0, 204.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_001575.jpg,"[18, 18]","[[165.0, 200.0, 77.0, 29.0], [238.0, 99.0, 140.0, 127.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_001590.jpg,[2],"[[17.0, 18.0, 464.0, 274.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_005099.jpg,[3],"[[32.0, 63.0, 416.0, 312.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_006227.jpg,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]","[[419.0, 126.0, 58.0, 69.0], [420.0, 110.0, 32.0, 44.0], [366.0, 90.0, 72.0, 34.0], [280.0, 101.0, 71.0, 73.0], [266.0, 83.0, 37.0, 41.0], [204.0, 96.0, 52.0, 53.0], [36.0, 47.0, 33.0, 47.0], [83.0, 75.0, 58.0, 56.0], [125.0, 68.0, 65.0, 38.0], [88.0, 68.0, 21.0, 26.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_006643.jpg,[3],"[[135.0, 67.0, 164.0, 197.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_002311.jpg,"[1, 1, 1, 1, 10, 9, 9, 9, 3]","[[262.0, 387.0, 66.0, 113.0], [350.0, 454.0, 25.0, 46.0], [220.0, 359.0, 54.0, 141.0], [140.0, 174.0, 74.0, 270.0], [96.0, 284.0, 279.0, 216.0], [297.0, 178.0, 78.0, 116.0], [262.0, 232.0, 70.0, 72.0], [1.0, 189.0, 73.0, 194.0], [45.0, 50.0, 304.0, 450.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_000010.jpg,[16],"[[233.0, 84.0, 29.0, 79.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_002527.jpg,[2],"[[57.0, 94.0, 255.0, 369.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_007649.jpg,"[6, 9]","[[104.0, 55.0, 347.0, 248.0], [476.0, 5.0, 24.0, 43.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_005222.jpg,[3],"[[138.0, 110.0, 155.0, 215.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_000866.jpg,"[12, 3, 1]","[[78.0, 127.0, 275.0, 222.0], [256.0, 1.0, 132.0, 306.0], [459.0, 56.0, 15.0, 58.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2007_009413.jpg,"[9, 9, 9, 3, 3, 10]","[[24.0, 70.0, 125.0, 194.0], [234.0, 111.0, 100.0, 124.0], [4.0, 276.0, 62.0, 224.0], [26.0, 231.0, 155.0, 269.0], [252.0, 9.0, 248.0, 352.0], [48.0, 333.0, 452.0, 167.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2007_003682.jpg,"[11, 11]","[[344.0, 144.0, 62.0, 54.0], [34.0, 151.0, 133.0, 94.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_003314.jpg,"[4, 17, 17, 16]","[[18.0, 256.0, 140.0, 116.0], [104.0, 221.0, 183.0, 135.0], [226.0, 213.0, 139.0, 135.0], [447.0, 16.0, 22.0, 27.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_002019.jpg,[0],"[[56.0, 106.0, 377.0, 121.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_005769.jpg,[3],"[[125.0, 96.0, 188.0, 258.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_000842.jpg,"[6, 2]","[[262.0, 43.0, 189.0, 233.0], [44.0, 26.0, 260.0, 284.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_006033.jpg,[15],"[[1.0, 1.0, 499.0, 305.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_003835.jpg,[3],"[[93.0, 66.0, 61.0, 186.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_003273.jpg,[3],"[[50.0, 49.0, 146.0, 285.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_004165.jpg,[3],"[[271.0, 111.0, 60.0, 105.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_003376.jpg,"[12, 12, 12, 12, 12]","[[269.0, 136.0, 93.0, 95.0], [89.0, 158.0, 176.0, 112.0], [89.0, 165.0, 113.0, 121.0], [273.0, 186.0, 40.0, 33.0], [327.0, 153.0, 49.0, 69.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_001604.jpg,[3],"[[1.0, 23.0, 222.0, 310.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_001255.jpg,[3],"[[120.0, 82.0, 161.0, 275.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_006631.jpg,[3],"[[1.0, 245.0, 182.0, 255.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_008053.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[61.0, 188.0, 28.0, 19.0], [121.0, 204.0, 25.0, 14.0], [169.0, 186.0, 29.0, 14.0], [181.0, 215.0, 24.0, 11.0], [240.0, 207.0, 26.0, 12.0], [246.0, 222.0, 18.0, 11.0], [310.0, 202.0, 21.0, 13.0], [312.0, 174.0, 27.0, 15.0], [355.0, 182.0, 25.0, 14.0], [406.0, 166.0, 27.0, 17.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_001767.jpg,[3],"[[262.0, 181.0, 157.0, 146.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_001749.jpg,"[3, 18]","[[159.0, 99.0, 124.0, 195.0], [1.0, 124.0, 499.0, 251.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_008707.jpg,"[4, 4, 4, 4, 4, 4]","[[1.0, 184.0, 64.0, 81.0], [64.0, 178.0, 109.0, 80.0], [163.0, 182.0, 105.0, 75.0], [293.0, 182.0, 77.0, 72.0], [369.0, 184.0, 86.0, 68.0], [474.0, 183.0, 26.0, 67.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_001510.jpg,[3],"[[61.0, 106.0, 318.0, 271.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_001264.jpg,[2],"[[1.0, 1.0, 353.0, 499.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_002058.jpg,[3],"[[136.0, 3.0, 302.0, 233.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_001150.jpg,[9],"[[1.0, 1.0, 374.0, 499.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_003669.jpg,[3],"[[174.0, 36.0, 87.0, 154.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_004102.jpg,"[15, 3]","[[2.0, 1.0, 498.0, 374.0], [207.0, 122.0, 93.0, 49.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_002044.jpg,"[6, 1, 1]","[[1.0, 1.0, 428.0, 374.0], [403.0, 298.0, 57.0, 77.0], [352.0, 297.0, 54.0, 78.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_000863.jpg,[3],"[[123.0, 172.0, 122.0, 328.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_005753.jpg,"[3, 3]","[[354.0, 38.0, 130.0, 251.0], [21.0, 35.0, 109.0, 249.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_000328.jpg,"[3, 17]","[[168.0, 147.0, 165.0, 203.0], [151.0, 185.0, 123.0, 254.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_004669.jpg,[13],"[[6.0, 1.0, 415.0, 275.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_000461.jpg,"[5, 3]","[[149.0, 109.0, 351.0, 266.0], [423.0, 1.0, 77.0, 372.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_000442.jpg,"[3, 3]","[[10.0, 24.0, 322.0, 390.0], [1.0, 1.0, 314.0, 446.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_003360.jpg,[15],"[[42.0, 95.0, 412.0, 165.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_006087.jpg,"[3, 3, 3, 3, 3]","[[99.0, 117.0, 149.0, 177.0], [327.0, 59.0, 63.0, 203.0], [265.0, 69.0, 61.0, 191.0], [168.0, 65.0, 48.0, 197.0], [218.0, 62.0, 54.0, 201.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_004106.jpg,[6],"[[164.0, 1.0, 256.0, 242.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_003640.jpg,[11],"[[91.0, 96.0, 269.0, 219.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_006222.jpg,"[15, 3, 3, 3, 3, 3, 3, 3, 15, 3, 3, 3, 3, 15, 15]","[[258.0, 215.0, 198.0, 133.0], [274.0, 174.0, 54.0, 197.0], [221.0, 183.0, 53.0, 164.0], [178.0, 177.0, 48.0, 166.0], [137.0, 161.0, 51.0, 189.0], [4.0, 210.0, 32.0, 74.0], [40.0, 212.0, 20.0, 72.0], [58.0, 212.0, 23.0, 73.0], [1.0, 231.0, 102.0, 39.0], [109.0, 231.0, 9.0, 30.0], [117.0, 233.0, 10.0, 28.0], [125.0, 235.0, 10.0, 26.0], [36.0, 94.0, 38.0, 65.0], [391.0, 233.0, 109.0, 142.0], [419.0, 241.0, 52.0, 25.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_004801.jpg,"[3, 3]","[[354.0, 136.0, 35.0, 57.0], [132.0, 157.0, 23.0, 37.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_003177.jpg,"[0, 0]","[[2.0, 31.0, 457.0, 206.0], [399.0, 54.0, 101.0, 56.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_003079.jpg,"[9, 3, 14]","[[82.0, 281.0, 149.0, 207.0], [135.0, 158.0, 143.0, 296.0], [220.0, 182.0, 78.0, 78.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_002356.jpg,"[19, 19, 3, 3, 15]","[[147.0, 18.0, 307.0, 248.0], [43.0, 68.0, 155.0, 176.0], [294.0, 177.0, 46.0, 100.0], [260.0, 156.0, 34.0, 100.0], [479.0, 190.0, 21.0, 25.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_001516.jpg,"[7, 2]","[[3.0, 1.0, 496.0, 370.0], [1.0, 18.0, 421.0, 245.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_001143.jpg,"[3, 3, 3, 13]","[[337.0, 132.0, 22.0, 54.0], [356.0, 132.0, 20.0, 53.0], [282.0, 126.0, 11.0, 60.0], [94.0, 85.0, 210.0, 166.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2007_002024.jpg,"[19, 19, 19, 3]","[[337.0, 124.0, 163.0, 149.0], [104.0, 88.0, 239.0, 213.0], [1.0, 109.0, 70.0, 188.0], [174.0, 160.0, 33.0, 39.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_004020.jpg,"[15, 3, 3, 3]","[[9.0, 1.0, 491.0, 342.0], [461.0, 1.0, 39.0, 93.0], [388.0, 1.0, 44.0, 74.0], [351.0, 1.0, 31.0, 35.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_008215.jpg,[0],"[[63.0, 88.0, 437.0, 214.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_001840.jpg,[8],"[[17.0, 10.0, 467.0, 338.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_003342.jpg,"[3, 3, 3, 3]","[[45.0, 1.0, 198.0, 374.0], [446.0, 160.0, 54.0, 73.0], [405.0, 143.0, 33.0, 36.0], [215.0, 1.0, 197.0, 374.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_001267.jpg,[2],"[[1.0, 1.0, 451.0, 324.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_001863.jpg,"[3, 3]","[[156.0, 96.0, 119.0, 353.0], [12.0, 54.0, 123.0, 395.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_000689.jpg,"[15, 15, 19, 19]","[[38.0, 1.0, 130.0, 75.0], [1.0, 89.0, 62.0, 92.0], [109.0, 1.0, 286.0, 222.0], [245.0, 1.0, 255.0, 332.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_000143.jpg,"[15, 15, 15, 17, 3]","[[370.0, 105.0, 47.0, 17.0], [392.0, 111.0, 108.0, 66.0], [1.0, 252.0, 499.0, 80.0], [129.0, 80.0, 107.0, 169.0], [102.0, 25.0, 110.0, 189.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_000284.jpg,[2],"[[60.0, 30.0, 189.0, 470.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_003122.jpg,"[6, 6]","[[118.0, 13.0, 223.0, 249.0], [370.0, 62.0, 95.0, 114.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_000731.jpg,"[16, 9, 9, 9, 9, 9, 10, 10, 10, 3, 3]","[[279.0, 185.0, 135.0, 86.0], [2.0, 228.0, 109.0, 146.0], [205.0, 241.0, 70.0, 107.0], [456.0, 238.0, 44.0, 73.0], [249.0, 249.0, 56.0, 22.0], [413.0, 255.0, 51.0, 25.0], [179.0, 311.0, 320.0, 64.0], [95.0, 257.0, 76.0, 73.0], [246.0, 269.0, 215.0, 44.0], [133.0, 180.0, 86.0, 135.0], [21.0, 180.0, 89.0, 88.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_001431.jpg,[3],"[[31.0, 30.0, 207.0, 336.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_001337.jpg,"[13, 3, 3, 3, 3, 3, 3, 3, 13, 13]","[[2.0, 25.0, 202.0, 309.0], [186.0, 211.0, 21.0, 53.0], [204.0, 211.0, 10.0, 26.0], [215.0, 208.0, 14.0, 31.0], [229.0, 209.0, 13.0, 32.0], [267.0, 217.0, 13.0, 20.0], [264.0, 208.0, 7.0, 19.0], [424.0, 212.0, 13.0, 51.0], [263.0, 203.0, 34.0, 19.0], [324.0, 171.0, 158.0, 83.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_002470.jpg,"[2, 2]","[[103.0, 60.0, 369.0, 279.0], [41.0, 91.0, 249.0, 121.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_000813.jpg,"[2, 9]","[[105.0, 251.0, 269.0, 159.0], [79.0, 17.0, 295.0, 483.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2007_005058.jpg,"[12, 12]","[[131.0, 266.0, 46.0, 38.0], [86.0, 285.0, 41.0, 30.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_006868.jpg,[3],"[[1.0, 110.0, 172.0, 290.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_006353.jpg,[0],"[[1.0, 82.0, 499.0, 159.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_000776.jpg,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[[71.0, 70.0, 227.0, 263.0], [393.0, 60.0, 33.0, 91.0], [341.0, 81.0, 18.0, 51.0], [320.0, 83.0, 15.0, 47.0], [309.0, 83.0, 15.0, 46.0], [356.0, 88.0, 9.0, 36.0], [294.0, 85.0, 13.0, 55.0], [280.0, 89.0, 16.0, 54.0], [386.0, 77.0, 12.0, 53.0], [380.0, 77.0, 12.0, 48.0], [367.0, 79.0, 11.0, 42.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_004442.jpg,"[2, 2]","[[41.0, 26.0, 314.0, 246.0], [8.0, 156.0, 325.0, 307.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_002246.jpg,[11],"[[222.0, 51.0, 63.0, 35.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_003498.jpg,[11],"[[116.0, 64.0, 261.0, 238.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_000955.jpg,[2],"[[79.0, 1.0, 356.0, 333.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_001216.jpg,"[15, 15]","[[153.0, 40.0, 163.0, 93.0], [1.0, 91.0, 332.0, 409.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_003875.jpg,[2],"[[44.0, 36.0, 409.0, 303.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_000757.jpg,"[3, 4, 3]","[[85.0, 49.0, 144.0, 221.0], [14.0, 112.0, 249.0, 166.0], [49.0, 57.0, 51.0, 89.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_001389.jpg,"[18, 18, 18, 18, 18, 18, 3, 3, 3, 18, 3]","[[39.0, 73.0, 251.0, 355.0], [53.0, 385.0, 20.0, 7.0], [1.0, 385.0, 27.0, 10.0], [289.0, 371.0, 26.0, 21.0], [221.0, 299.0, 34.0, 99.0], [22.0, 397.0, 86.0, 17.0], [123.0, 391.0, 11.0, 18.0], [132.0, 393.0, 11.0, 14.0], [145.0, 394.0, 15.0, 13.0], [321.0, 390.0, 12.0, 8.0], [58.0, 389.0, 9.0, 18.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_006944.jpg,"[3, 3, 17]","[[192.0, 108.0, 99.0, 204.0], [229.0, 90.0, 81.0, 126.0], [107.0, 138.0, 299.0, 171.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_006801.jpg,[3],"[[181.0, 161.0, 30.0, 51.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_004506.jpg,"[15, 19, 3, 3]","[[1.0, 186.0, 104.0, 158.0], [383.0, 126.0, 88.0, 37.0], [1.0, 28.0, 499.0, 347.0], [215.0, 76.0, 143.0, 200.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_005569.jpg,"[2, 14]","[[1.0, 78.0, 374.0, 422.0], [1.0, 24.0, 106.0, 160.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_003304.jpg,[19],"[[47.0, 52.0, 407.0, 240.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_001852.jpg,"[3, 14]","[[100.0, 100.0, 162.0, 158.0], [12.0, 58.0, 438.0, 292.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_000194.jpg,"[6, 10, 3]","[[2.0, 147.0, 279.0, 223.0], [1.0, 1.0, 176.0, 374.0], [1.0, 32.0, 437.0, 256.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_004178.jpg,[3],"[[160.0, 155.0, 169.0, 166.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_001720.jpg,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[188.0, 188.0, 182.0, 145.0], [260.0, 53.0, 175.0, 280.0], [370.0, 98.0, 130.0, 235.0], [334.0, 1.0, 152.0, 150.0], [136.0, 1.0, 147.0, 331.0], [11.0, 103.0, 179.0, 230.0], [32.0, 194.0, 143.0, 139.0], [1.0, 1.0, 100.0, 237.0], [74.0, 1.0, 96.0, 118.0], [243.0, 1.0, 105.0, 155.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_000985.jpg,[3],"[[299.0, 78.0, 201.0, 270.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_000372.jpg,[3],"[[190.0, 212.0, 107.0, 42.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_005309.jpg,[3],"[[211.0, 137.0, 109.0, 106.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_000685.jpg,[4],"[[89.0, 47.0, 367.0, 292.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_002946.jpg,"[3, 3, 3, 13, 13]","[[395.0, 213.0, 40.0, 120.0], [461.0, 242.0, 38.0, 91.0], [458.0, 220.0, 38.0, 108.0], [57.0, 58.0, 417.0, 222.0], [1.0, 55.0, 231.0, 243.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_005172.jpg,"[4, 3]","[[112.0, 54.0, 388.0, 321.0], [1.0, 143.0, 156.0, 232.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2011_006257.jpg,[3],"[[77.0, 116.0, 212.0, 364.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_005293.jpg,"[3, 3]","[[296.0, 208.0, 204.0, 167.0], [60.0, 233.0, 173.0, 142.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_002538.jpg,"[9, 9]","[[238.0, 336.0, 67.0, 71.0], [154.0, 336.0, 66.0, 70.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2008_002957.jpg,[2],"[[120.0, 7.0, 367.0, 368.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2012_000919.jpg,[3],"[[100.0, 85.0, 175.0, 394.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2010_006245.jpg,[3],"[[107.0, 203.0, 130.0, 208.0]]"
/home/thasin/class-projects/annotate/dataset/VOC2012_train_val/VOC2012_train_val/JPEGImages/2009_001645.jpg,"[17, 17]","[[7.0, 28.0, 262.0, 469.0], [1.0, 45.0, 94.0, 213.0]]"
